,ORF,NAME,alpha 0,alpha 7,alpha 14,alpha 21,alpha 28,alpha 35,alpha 42,alpha 49,alpha 56,alpha 63,alpha 70,alpha 77,alpha 84,alpha 91,alpha 98,alpha 105,alpha 112,alpha 119,Elu 0,Elu 30,Elu 60,Elu 90,Elu 120,Elu 150,Elu 180,Elu 210,Elu 240,Elu 270,Elu 300,Elu 330,Elu 360,Elu 390,cdc15 10,cdc15 30,cdc15 50,cdc15 70,cdc15 90,cdc15 110,cdc15 130,cdc15 150,cdc15 170,cdc15 190,cdc15 210,cdc15 230,cdc15 250,cdc15 270,cdc15 290,spo 0,spo 2,spo 5,spo 7,spo 9,spo 11,spo5 2,spo5 7,spo5 11,spo- early,spo- mid,heat 0,heat 10,heat 20,heat 40,heat 80,heat 160,dtt 15,dtt 30,dtt 60,dtt 120,cold 0,cold 20,cold 40,cold 160,diau a,diau b,diau c,diau d,diau e,diau f,diau g,km
443,YDR080W,VPS41  VACUOLAR PROTEIN TARGETI COMPONENT OF VACUOLAR MEMBRANE PROTEIN COMPLEX,0.19,,0.31,-0.17,-0.03,-0.47,-0.06,-0.29,,-0.07,-0.1,,,-0.43,-0.27,-0.15,-0.17,-0.18,0.03,-0.18,-0.23,-0.54,-0.14,-0.3,-0.4,-0.36,-0.04,-0.23,-0.36,-0.45,-0.43,0.06,-0.67,-1.0,-0.84,-0.42,-0.17,-0.17,-0.06,-0.1,-0.22,-0.15,,0.08,-0.34,-0.43,-0.32,-0.2,-0.62,-0.54,-0.47,0.2,-0.84,0.15,-0.22,-0.45,-0.03,0.1,0.45,0.58,0.41,0.9,-0.69,0.86,-0.62,-0.43,-0.84,-0.58,0.16,0.62,0.76,0.42,-0.3,-0.47,-0.23,-0.25,-0.36,-0.04,,0
1998,YNL298W,CLA4   CYTOKINESIS      PROTEIN KINASE,-0.17,,0.37,0.18,-0.25,-0.25,-0.14,,0.1,-0.07,0.34,,-0.2,-0.32,-0.23,-0.03,-0.17,0.07,-0.32,-0.23,0.01,0.26,0.34,0.21,0.1,0.12,0.1,0.01,0.03,-0.07,0.08,0.04,0.16,-0.27,-0.47,-1.03,-1.09,0.1,-0.56,0.84,-0.03,-0.97,-0.42,,-0.56,-1.06,-0.74,-0.04,,-0.23,-0.47,-0.42,-0.79,-0.09,-0.47,-0.03,0.93,0.14,-0.03,0.1,0.18,0.16,-0.09,0.31,-0.34,-0.45,-0.36,-0.03,0.31,-0.04,1.1,1.79,-0.09,-0.09,0.04,-0.43,-0.74,0.23,-0.3,0
1423,YKL117W,SBA1   PROTEIN FOLDING     HSP90 ASSOCIATED CO-CHAPERONE,0.2,0.34,0.19,0.56,0.16,0.53,0.15,0.48,0.41,0.11,0.38,0.19,0.2,-0.07,0.19,0.2,0.15,0.01,1.25,0.72,0.67,0.59,0.24,0.08,0.04,0.38,0.38,-0.09,0.41,0.42,0.43,0.48,-0.15,-0.29,-0.42,-0.12,-0.06,-0.04,0.18,0.04,0.11,0.15,0.21,1.16,0.93,0.77,0.83,0.12,0.31,0.45,-0.07,-0.43,-0.54,0.08,-0.06,-0.51,0.66,1.08,0.08,0.18,0.49,0.04,-0.4,0.31,0.24,0.21,0.72,0.26,-0.06,0.11,0.01,0.14,0.14,-0.06,0.4,0.1,-0.12,1.79,0.04,6
1928,YNL112W,DBP2   MRNA DECAY       RNA HELICASE,0.3,-0.49,-0.94,-0.97,-0.45,-0.51,-0.07,0.04,0.24,-0.09,0.1,-0.14,0.26,0.39,0.34,0.32,-0.22,-0.07,-1.47,-0.79,-0.3,0.88,1.12,0.77,0.23,-0.01,-0.64,0.07,-0.43,-0.97,-0.86,-0.56,1.3,1.7,1.38,0.81,0.49,0.58,0.46,0.3,0.39,0.49,0.36,0.11,-0.23,-0.3,-0.25,-0.36,-0.4,0.25,-0.25,0.18,-0.07,-1.29,-0.29,-0.18,-1.47,-1.18,-0.22,-1.79,-2.25,-2.4,-1.51,-1.36,-0.58,-0.86,-1.89,-1.84,0.1,0.04,-0.71,1.14,0.1,0.1,0.25,-0.62,-0.79,-1.09,-1.74,8
1746,YML112W,CTK3   CELL CYCLE (PUTATIVE)    PROTEIN KINASE SUBUNIT,-0.17,-0.3,-0.18,-0.64,-0.27,-0.42,-0.18,-0.22,-0.17,-0.1,-0.56,-0.45,-0.45,-0.58,-0.56,-0.34,-0.3,-0.18,,-0.79,-0.34,-0.38,-0.07,0.16,-0.32,-0.1,0.15,-0.01,-0.2,-0.42,-0.49,-0.34,0.46,0.56,,0.48,0.18,0.31,0.53,0.19,0.04,0.5,0.39,0.5,0.43,0.31,0.46,-0.4,0.33,-0.34,-0.2,-0.3,-0.18,,-0.23,-0.29,0.18,-0.23,-0.04,-0.84,0.28,0.01,-0.22,-0.2,-0.2,0.12,-0.49,-0.69,-0.69,0.65,-0.32,-0.38,-0.54,-0.18,0.3,-0.1,-0.49,0.54,0.11,6
646,YEL063C,CAN1   TRANSPORT        BASIC AMINO ACID PERMEASE,0.04,-0.3,0.07,-0.29,0.03,-0.25,0.19,-0.22,0.04,-0.15,0.11,-0.06,0.08,-0.14,-0.12,-0.06,0.08,-0.27,-0.56,0.15,-0.36,-0.34,0.14,-0.1,-0.09,-0.15,-0.09,-0.23,-0.38,0.14,0.01,0.25,-1.64,-1.18,-1.51,-1.74,-1.47,-1.43,-1.74,-0.4,-1.29,-2.25,-1.84,-0.97,-2.56,-1.22,-1.84,-0.09,1.57,0.38,-0.34,-0.38,-0.1,0.96,-1.64,-0.74,1.45,-0.15,-0.04,0.08,,-0.07,0.39,0.24,-0.54,-0.74,-0.54,-0.1,0.55,0.01,1.22,0.44,0.28,0.4,0.45,-0.17,-0.22,0.03,0.2,0
381,YDL182W,LYS20  LYSINE BIOSYNTHESIS    HOMOCITRATE SYNTHASE,-0.03,-0.12,-0.01,-0.27,0.25,-0.09,0.31,-0.03,0.46,0.39,0.67,0.61,0.68,0.59,0.75,0.44,0.39,0.31,-1.29,0.41,-0.09,0.1,0.26,0.12,-0.3,-0.06,-0.01,0.26,-0.15,-0.15,-0.23,-0.14,-0.38,-0.1,-0.62,0.63,-0.71,-1.74,-0.74,1.28,1.54,-2.25,-2.94,,-0.34,-0.15,-0.97,0.1,,-0.07,,-0.84,-0.01,0.58,-0.71,-0.27,-0.32,-0.89,-0.49,-1.29,-0.94,-0.76,-0.3,-0.17,1.1,0.45,-0.34,-0.69,-0.25,-0.17,-0.25,-0.47,0.1,-0.54,-0.89,-1.36,-1.43,-1.89,-2.0,8
2370,YPL240C,HSP82  PROTEIN FOLDING     HSP90 HOMOLOG,-0.03,-0.32,0.5,0.34,0.42,0.08,0.5,0.2,0.26,-0.03,-0.25,-0.18,-0.12,-0.38,-0.04,-0.27,-0.14,-0.22,1.34,0.06,-0.15,0.1,-0.32,-0.56,-1.15,-0.43,-0.15,-0.32,-0.12,-0.07,0.39,-0.27,-1.69,-2.47,-2.74,-0.06,-0.89,-0.84,-1.79,-2.18,-1.6,-0.89,-0.3,-0.51,0.45,0.11,0.07,0.03,-0.45,0.81,0.44,-0.54,-0.71,-1.43,-0.23,-1.6,0.99,2.49,0.03,2.28,1.86,0.78,1.22,0.29,0.04,0.38,1.01,0.56,-0.3,0.03,0.03,-0.12,0.04,-0.06,-0.42,-0.09,0.3,1.04,0.76,4
282,YCR046C,"IMG1   PROTEIN SYNTHESIS     RIBOSOMAL PROTEIN, MITOCHONDRIAL",-0.25,-0.36,-0.15,-0.22,-0.07,-0.27,0.1,-0.42,-0.14,-0.07,-0.43,-0.22,-0.17,-0.34,-0.27,-0.4,-0.47,-0.32,-0.42,-0.51,-0.1,-0.1,0.12,-0.04,0.11,0.62,0.44,0.48,0.46,0.48,0.48,0.44,0.48,-0.04,0.01,0.07,0.11,0.48,0.77,0.71,0.54,0.69,0.82,-0.67,1.01,0.89,0.79,-0.09,-0.6,-0.36,0.56,0.15,-0.18,-0.14,-0.03,0.26,-1.36,-0.97,0.2,-0.06,-0.25,0.56,0.33,-0.01,-0.27,-0.27,0.03,-0.14,-0.09,0.23,0.03,-0.01,-0.38,-0.42,-0.23,-0.42,-0.23,0.81,-0.62,6
2169,YOR158W,PET123 PROTEIN SYNTHESIS     RIBOSOMAL PROTEIN MITOCHONDRIAL SMALL SUBUNIT,-0.27,-0.45,,-0.43,-0.32,-0.43,0.01,-0.67,-0.22,-0.15,-0.3,-0.22,-0.25,,-0.34,-0.64,-0.36,0.14,-0.43,-0.69,-0.58,-0.51,-0.43,-0.18,-0.45,0.15,0.18,-0.03,-0.22,0.07,0.21,-0.17,0.26,0.08,0.07,-0.01,0.2,0.43,0.77,0.65,0.79,0.59,0.55,1.19,1.38,1.08,1.4,-0.38,-0.86,-0.84,-1.15,-1.29,-1.0,0.23,-0.47,-0.45,-1.06,-0.22,-0.62,-0.17,-0.3,-0.34,-0.45,-0.54,-0.23,0.1,0.11,-0.62,-0.1,0.04,-0.06,-0.79,-0.12,-0.29,-0.07,-0.15,0.24,0.57,-0.29,6
134,YBR084C-A,PROTEIN SYNTHESISRPL19A         RIBOSOMAL PROTEIN L19A,-0.07,-0.42,-0.07,-0.42,-0.4,-0.38,-0.14,,-0.03,0.03,-0.23,-0.07,-0.07,0.1,-0.03,-0.01,-0.49,0.43,-0.71,-0.01,0.26,0.04,0.78,0.68,-0.12,0.66,0.25,0.15,0.24,0.01,,,-0.14,0.23,0.34,0.12,0.21,0.14,0.23,0.03,0.16,0.03,0.21,0.31,0.28,0.06,0.36,0.15,-1.12,-1.47,-1.84,-1.15,-0.51,0.36,-0.43,0.71,-2.18,-2.18,-0.58,-1.74,-2.32,-1.89,-1.29,-0.69,-0.04,0.26,-0.67,-1.03,-0.71,-0.27,-0.62,-1.15,0.07,0.14,0.5,-0.1,-0.23,-0.89,-1.84,2
694,YER100W,"UBC6   PROTEIN DEGRADATION, UBI UBIQUITIN-CONJUGATING ENZYME",0.16,0.01,-0.04,-0.07,0.12,0.21,0.31,0.18,0.12,0.08,-0.03,-0.01,0.19,-0.2,,-0.09,0.26,-0.06,0.8,0.24,,0.2,0.16,-0.22,0.08,0.1,0.01,0.01,0.24,-0.01,0.14,-0.06,0.1,0.18,0.25,0.29,0.16,0.07,0.24,0.07,0.16,0.32,0.18,-0.04,0.5,0.32,0.39,-0.17,-0.15,-0.12,1.19,1.14,0.62,0.04,1.21,0.63,-0.18,-0.79,-0.17,-0.32,-0.06,-0.34,-0.2,-0.4,0.11,0.39,-0.3,-0.04,-0.09,0.4,0.65,0.28,0.08,-0.25,0.04,-0.2,-0.3,0.26,-0.3,3
727,YER165W,PAB1   MRNA 3'-END PROCESSING   CLEAVAGE/POLYADENYLATION FACTOR CF IA COMPONENT,0.24,0.08,-0.03,0.14,-0.18,0.21,-0.04,,0.26,0.45,0.34,0.28,0.04,0.11,0.2,0.45,-0.06,0.21,,0.51,-0.01,0.49,0.76,1.04,0.96,0.69,0.23,0.48,0.57,0.21,-0.2,0.03,-0.09,,0.08,1.76,-0.4,-0.1,-0.38,0.85,0.41,-1.03,-1.09,0.2,-0.62,-0.4,-0.67,0.39,-0.71,,0.61,0.76,0.9,-0.67,0.78,0.5,-1.06,-0.74,0.41,-1.29,-1.69,-0.6,-0.51,-0.23,0.07,-0.84,-0.2,-0.36,0.31,0.51,0.21,1.18,0.4,0.39,0.01,-1.0,-1.03,-1.43,-1.69,8
1347,YJR103W,URA8   PYRIMIDINE BIOSYNTHESIS  CTP SYNTHASE,-0.1,-0.17,-0.18,-0.2,-0.22,-0.27,-0.17,-0.3,0.11,-0.18,0.04,-0.25,-0.01,-0.23,-0.01,0.2,-0.42,-0.25,0.15,-0.2,0.08,0.06,-0.22,-0.27,-0.17,0.01,0.28,-0.04,-0.18,0.31,-0.01,-0.01,0.07,0.1,0.04,0.14,0.08,0.12,0.08,0.32,0.19,-0.04,0.1,0.32,0.37,-0.04,0.65,-0.07,-0.42,-0.62,-0.79,-1.0,-0.71,-0.09,-0.27,0.5,0.16,-0.42,0.29,0.66,0.32,0.6,0.21,0.39,-0.54,-0.84,-0.3,-0.74,0.1,0.04,0.03,-0.12,0.11,0.14,0.18,-0.22,-0.25,0.33,0.51,6
254,YCL055W,KAR4   KARYOGAMY        TRANSCRIPTION FACTOR,3.2,0.7,-0.15,-0.42,-0.34,-0.14,-0.51,-0.32,-0.22,-0.14,0.65,0.61,0.46,0.38,0.16,0.45,-0.07,0.16,-0.07,-0.49,,0.25,0.1,0.21,-0.04,0.06,-0.42,-0.3,-0.34,-0.74,-0.47,-0.36,0.41,0.68,-0.07,-0.23,-0.94,0.06,0.85,0.23,-0.04,-0.25,0.33,1.1,2.37,1.91,2.31,0.31,0.95,1.1,0.85,0.44,0.08,0.06,-0.4,-1.4,1.58,2.25,0.69,-0.89,-0.2,0.03,-0.32,0.24,-0.01,0.21,-0.2,-0.25,-0.51,0.29,-0.4,-0.22,0.08,0.15,0.31,-0.27,-0.51,0.26,-0.36,5
418,YDR030C,RAD28  DNA REPAIR       UNKNOWN,0.07,0.39,-0.09,-0.17,-0.36,-0.3,-0.23,-0.14,0.18,-0.29,-0.22,-0.34,-0.2,-0.6,0.04,-0.04,0.14,0.39,-0.09,-0.71,-0.51,-0.23,-0.56,0.4,-0.51,-0.71,-0.42,-0.17,-0.94,-0.76,-0.47,-0.81,-0.29,-0.43,-0.12,1.23,0.14,-0.25,-0.38,-0.29,-0.79,-1.29,0.64,0.31,-1.0,0.03,-0.58,-0.6,-0.18,-0.14,-0.47,-0.54,-0.84,-0.04,-0.62,-1.0,0.56,0.11,-0.15,0.01,-0.14,-0.07,-0.03,0.69,-0.84,-0.43,-0.79,-0.54,-0.06,0.66,0.9,0.42,-0.6,-0.58,0.26,-0.14,-0.32,1.23,0.76,0
2366,YPL231W,"FAS2   FATTY ACID METABOLISM    FATTY-ACYL-COA SYNTHASE, ALPHA SUBUNIT",-0.01,-0.64,-1.0,-0.62,-0.38,-0.54,-0.09,-0.47,-0.34,-0.2,-0.27,-0.12,-0.25,-0.42,-0.32,0.06,-0.45,0.04,-1.12,-0.06,-0.18,0.4,0.42,0.43,0.01,0.4,0.1,0.5,-0.01,0.14,-0.07,0.14,-0.01,0.1,-0.25,-0.49,-0.45,-0.38,-0.4,-0.62,-0.03,-0.36,-0.47,-0.58,-0.54,-0.76,-0.79,-0.23,-0.36,-0.23,,-0.14,-0.22,-0.22,-0.06,-0.32,-0.25,-0.32,0.03,-0.89,-1.18,-0.58,-0.03,0.52,-0.43,-1.18,-0.84,-0.64,-0.18,-0.49,-0.22,0.42,0.11,0.04,-0.1,-0.45,-0.47,-1.12,-0.54,8
2177,YOR176W,HEM15  HEME BIOSYNTHESIS     FERROCHELATASE (PROTOHEME FERROLYASE),-0.38,0.16,-0.03,0.44,0.16,0.25,-0.22,-0.27,-0.67,-0.3,-0.67,-0.27,0.01,-0.2,-0.27,-0.58,-0.29,-0.49,0.64,-0.06,-0.09,-0.07,-0.01,,0.14,0.19,0.12,0.24,0.21,0.19,0.34,0.43,-0.69,-0.4,-0.18,-0.18,-0.49,-0.94,-0.42,0.7,0.1,-0.25,-0.47,-0.54,-0.2,-0.04,-0.04,-0.2,0.26,0.6,0.82,0.48,-0.01,-0.49,-0.4,-1.12,1.12,0.85,0.18,0.36,0.25,-0.25,-0.29,0.2,-0.01,-0.43,0.41,-0.3,-0.27,0.11,0.42,-0.29,0.01,0.04,0.9,0.01,0.01,0.64,0.03,5
1047,YHR010W,RPL27A PROTEIN SYNTHESIS     RIBOSOMAL PROTEIN L27A,0.16,-0.09,-0.09,0.04,-0.14,0.07,-0.1,0.31,0.43,0.18,0.42,0.18,0.21,0.23,0.24,0.3,0.32,0.28,-0.43,0.3,0.81,1.24,0.83,0.96,0.8,0.71,0.29,0.25,0.55,-0.32,0.04,0.1,-0.29,-1.25,-0.22,0.34,-0.74,0.21,-0.2,0.73,1.05,-0.86,-0.38,0.81,-0.97,0.43,-1.09,0.01,-1.64,-2.12,-2.4,-1.22,-0.3,0.16,-0.27,1.92,-2.74,-3.84,-0.23,-2.12,-2.47,-1.6,-1.15,-0.71,0.24,0.42,-1.12,-0.86,0.01,-0.32,-0.45,-1.06,0.55,0.4,0.61,0.01,0.01,-1.09,-1.94,2
742,YFL016C,MDJ1   PROTEIN FOLDING     CHAPERONE; DNAJ HOMOLOG,-0.54,0.04,0.14,0.7,0.06,0.53,0.01,0.18,0.03,-0.03,-0.07,0.01,-0.12,-0.18,-0.14,-0.06,-0.2,-0.12,0.81,0.1,-0.2,-0.36,-0.36,-0.2,0.11,,0.16,-0.03,0.28,0.14,0.49,0.36,-1.0,-1.36,-1.29,-0.94,-1.03,-1.0,-0.49,-0.45,-0.54,0.42,0.56,1.24,0.64,0.32,0.36,-0.06,-0.09,-0.12,-0.3,-0.14,-0.03,-0.14,-0.01,-0.29,-0.47,-0.4,0.76,3.62,1.33,1.37,0.96,1.31,0.2,0.43,0.51,0.26,,0.64,0.56,1.55,-0.03,0.58,0.07,-0.15,0.14,0.45,-0.01,4
1707,YML015C,TAF40  TRANSCRIPTION       TFIID 40 KD SUBUNIT,-0.18,-0.18,-0.12,-0.12,0.01,0.06,-0.01,0.14,0.07,-0.07,-0.01,-0.09,-0.17,-0.47,-0.06,0.07,-0.25,-0.17,0.16,-0.51,-0.07,-0.01,0.24,-0.09,-0.06,-0.09,-0.32,-0.43,-0.29,-0.51,-0.6,-0.43,0.28,0.26,0.26,0.04,0.21,0.19,0.01,-0.04,-0.07,0.15,0.04,-0.12,0.18,-0.09,0.12,-0.23,-0.43,-0.34,-0.58,-0.79,-0.81,-0.34,-0.6,-0.47,-0.51,-0.67,0.45,-0.86,-0.09,-0.3,-0.42,0.59,0.06,-0.17,-0.38,-0.43,-0.22,0.63,0.41,0.63,-0.06,-0.01,0.28,-0.07,-0.03,0.69,-0.22,6
1684,YLR417W,VPS36  VACUOLAR PROTEIN TARGETI UNKNOWN?,0.23,-0.42,-0.18,-0.49,-0.25,-0.43,-0.09,-0.34,-0.4,-0.43,-0.42,-0.18,-0.17,-0.56,-0.27,-0.38,-0.01,-0.23,-0.22,-0.36,-0.27,-0.54,-0.47,-0.29,-0.38,-0.25,-0.12,-0.32,-0.1,-0.17,0.01,-0.25,0.14,0.11,0.16,-0.18,-0.22,0.07,0.1,-0.14,-0.43,-0.09,-0.25,0.43,0.07,-0.03,,-0.38,-0.32,-0.94,-1.0,-0.97,-1.25,0.45,-0.62,-0.4,0.14,0.65,-0.15,-0.09,-0.23,0.08,-0.1,-0.04,-0.14,-0.12,-0.15,-0.06,0.01,-0.07,0.18,-0.56,-0.34,,0.41,-0.03,-0.14,0.78,0.31,0
297,YCR092C,"MSH3   DNA REPAIR, MISMATCH     MUTS HOMOLOG",-0.07,-0.32,0.01,0.12,,-0.1,0.06,-0.22,0.45,-0.1,0.38,,-0.06,-0.17,0.41,0.06,-0.09,-0.29,-0.18,-0.32,-0.3,-0.23,-0.32,-0.43,-0.45,-0.49,-0.04,-0.27,-0.94,-0.06,-0.14,-0.12,-0.56,-0.4,-0.32,-0.62,-1.15,-0.56,-0.86,-0.36,-0.36,-0.74,-0.32,0.24,-0.3,-0.89,-0.74,-0.01,0.31,-0.43,-0.74,-0.69,-0.23,0.61,-0.81,-0.17,0.01,-0.38,-0.15,0.42,0.29,0.43,0.21,-0.17,-0.76,-0.84,-0.49,-0.74,-0.32,0.29,0.01,0.3,0.14,-0.2,0.15,-0.17,-0.38,-0.23,-0.32,0
590,YDR454C,GUK1   PURINE METABOLISM     GUANYLATE KINASE,-0.09,-0.15,-0.29,0.14,-0.22,0.24,-0.2,0.03,0.06,0.3,0.15,-0.09,,-0.18,0.12,0.15,-0.01,0.12,-0.42,-0.07,0.12,-0.23,0.37,0.49,0.5,0.33,0.12,0.32,0.4,0.15,-0.17,0.21,-0.18,,-0.01,0.06,-0.07,-0.06,-0.15,0.25,0.48,-0.34,-0.03,0.39,-0.6,-0.51,-0.32,0.3,-0.06,0.2,1.87,1.85,1.82,-0.3,1.75,1.23,-0.42,-0.71,-0.17,-0.79,-1.47,-1.43,-0.4,-0.58,0.51,-0.47,-0.23,-0.51,-0.29,-0.17,-1.25,-0.92,0.25,0.12,0.36,-0.14,-0.07,-0.47,-1.32,3
652,YER011W,TIR1   STRESS RESPONSE (PUTATIV CELL WALL PROTEIN,-1.03,-1.15,-1.32,0.21,-0.76,-1.18,-0.42,-0.94,-0.49,-0.76,-0.81,-0.92,-0.3,-0.51,-0.06,-0.34,-0.04,-0.56,-0.38,-0.42,-0.2,-0.4,-0.36,-0.43,-0.36,0.01,0.08,0.14,-0.2,0.41,-0.2,-0.6,-0.14,0.03,-0.04,1.57,0.23,0.25,0.08,0.81,0.14,-0.25,0.15,0.07,-0.2,-0.06,-0.22,-0.51,-0.51,-0.15,0.58,0.26,0.23,-0.18,,-0.06,-0.81,1.17,0.42,0.74,-0.14,-0.15,-0.97,-1.64,-0.43,-1.09,-0.4,-0.38,0.52,0.2,0.82,0.48,0.06,0.06,0.12,-0.1,-0.14,0.41,0.06,3
804,YGL044C,RNA15  MRNA 3'-END PROCESSING   CLEAVAGE/POLYADENYLATION FACTOR CF I COMPONENT,0.06,-0.2,-0.25,-0.03,-0.03,-0.18,0.06,0.04,-0.09,-0.2,-0.34,-0.12,,-0.27,-0.12,-0.3,0.12,-0.04,0.15,-0.18,-0.29,-0.18,-0.14,-0.09,-0.42,-0.1,-0.17,-0.25,0.04,-0.2,-0.29,-0.03,-0.86,0.59,0.3,0.04,-0.15,-0.06,0.19,,-0.1,0.25,0.01,-0.64,0.41,0.23,0.28,-0.25,0.21,-0.25,-0.49,-0.51,-0.49,0.34,-0.62,-0.74,0.72,,-0.06,-0.56,-0.25,0.24,-0.43,-0.79,0.01,,-1.06,-0.67,0.46,0.1,0.2,0.79,-0.04,-0.17,-0.06,-0.32,-0.32,0.53,-0.1,9
1514,YLL001W,DNM1   ENDOCYTOSIS      DYNAMIN-RELATED PROTEIN,-0.58,-0.25,-0.29,-0.49,-0.34,0.25,0.16,-0.12,,0.16,-0.22,-0.27,-0.29,-0.29,-0.2,0.08,-0.3,-0.12,-0.38,-0.14,0.38,-0.09,-0.43,-0.17,-0.12,0.28,0.23,0.3,0.29,0.41,0.18,0.21,-0.84,-0.58,-0.18,0.53,0.2,-0.09,0.15,0.1,0.38,-0.76,0.18,0.67,0.4,0.24,0.32,-0.15,0.38,0.61,0.75,-0.01,0.62,-0.4,-0.58,-0.86,0.7,0.77,1.55,0.72,0.45,0.64,0.43,-0.06,-0.42,-0.36,0.48,-0.12,0.15,0.18,-0.22,-0.23,0.01,0.1,0.26,0.28,0.07,1.12,1.11,5
975,YGR183C,QCR9   OXIDATIVE PHOSPHORYLATIO UBIQUINOL CYTOCHROME-C REDUCTASE SUBUNIT 9,-0.2,0.41,0.44,0.15,-0.14,0.12,-0.29,-0.2,-0.04,0.07,-0.15,-0.04,-0.03,-0.45,-0.34,-0.15,-0.3,-0.18,0.66,0.11,0.36,0.43,0.12,0.36,0.16,0.3,0.15,0.2,0.3,0.1,0.18,0.21,-0.25,-0.17,-0.04,0.3,0.41,0.52,0.64,0.42,0.1,0.28,0.54,0.77,0.58,0.26,0.54,-0.15,,-0.29,-0.09,-0.09,-0.22,0.03,0.01,-0.32,-0.25,-0.17,0.19,0.93,0.41,-0.3,-0.32,0.12,-0.42,-0.38,-0.51,-0.3,-0.32,0.55,0.01,0.42,-0.01,0.08,0.14,,0.14,0.58,0.55,6
600,YDR477W,SNF1   GLUCOSE DEREPRESSION     PROTEIN KINASE,-0.3,-0.09,-0.1,-0.12,-0.04,-0.09,-0.49,0.12,0.08,-0.09,,0.14,-0.12,0.1,0.25,0.49,-0.3,-0.1,0.11,0.16,,0.34,0.08,0.19,0.28,0.41,-0.12,0.1,0.03,0.15,-0.01,0.16,-0.23,-0.23,-0.45,-0.43,-0.49,-0.42,-0.4,-0.23,-0.14,-0.43,-0.58,0.45,-0.09,-0.3,-0.23,0.1,0.29,0.25,-0.27,-0.36,-0.18,0.03,-0.29,-0.29,0.93,0.96,0.19,0.49,0.39,0.61,-0.03,-0.04,-0.07,-0.23,0.15,0.03,0.11,0.53,0.81,1.37,0.12,0.19,0.12,0.04,-0.09,0.06,0.23,0
1994,YNL289W,PCL1   CELL CYCLE       G1/S CYCLIN,0.01,0.58,0.41,0.1,0.15,-0.1,0.06,-0.36,0.07,-0.18,-0.07,-0.23,,-0.43,0.07,-0.58,0.24,-0.27,-0.1,-0.45,-0.34,-0.01,0.34,0.4,0.16,0.39,0.2,0.23,0.12,0.24,0.33,0.29,-0.3,-0.09,-0.15,-0.42,-0.64,-0.32,,0.5,-0.23,-1.06,-0.3,-0.3,-0.51,-0.36,-0.38,-0.4,-1.22,-1.03,-0.97,-0.89,-0.32,0.04,-0.27,0.43,-1.32,-1.12,-0.2,-0.25,-0.45,-0.84,-0.81,-0.32,0.99,0.06,-0.03,0.37,-0.81,0.03,-0.32,0.6,0.01,0.29,-0.12,-0.07,-0.38,-1.18,-1.0,8
1583,YLR144C,ACF2   CYTOSKELETON        CORTICAL ACTIN ASSEMBLY,-0.15,-0.3,-0.43,-0.2,-0.36,-0.18,-0.06,-0.27,-0.18,-0.38,-0.25,0.01,-0.15,-0.58,-0.45,-0.07,-0.36,-0.07,-0.12,,0.11,-0.17,-0.22,-0.4,-0.1,0.01,-0.18,0.08,-0.12,0.12,-0.07,0.26,-0.15,0.15,0.07,0.37,0.49,0.3,0.01,0.12,-0.03,0.11,-0.03,0.19,-0.01,-0.22,-0.18,0.11,-0.56,-0.76,-1.18,-0.69,-1.22,-0.14,-1.03,-1.09,0.16,0.53,-0.17,0.68,0.32,0.39,0.51,0.01,-0.3,-0.81,-0.27,-0.43,-0.22,0.19,-0.89,-0.29,0.07,0.08,0.11,-0.14,-0.36,0.26,-0.47,9
897,YGR007W,MUQ1   PHOSPHOLIPID METABOLISM  CHOLINE PHOSPHATE CYTIDYLYLTRANSFERASE,-0.09,0.23,0.21,-0.01,-0.07,-0.14,0.2,,-0.07,0.04,-0.3,0.01,-0.18,-0.15,0.1,-0.1,0.16,-0.22,0.3,-0.54,-0.22,-0.38,-0.4,-0.29,-0.34,0.06,0.01,-0.03,0.03,-0.01,-0.07,-0.07,-0.17,0.39,-0.23,0.03,-0.49,0.32,-0.12,1.16,,-1.12,-0.79,,-1.4,0.2,-0.62,-0.56,-0.58,-0.67,-0.54,-0.62,-0.71,-0.14,-0.29,-0.38,-0.2,-0.4,-0.12,0.08,-0.22,-0.69,-0.38,-0.56,-0.12,0.12,0.1,0.19,-0.76,0.2,0.15,-0.12,-0.06,-0.22,0.23,0.04,-0.01,0.07,-0.49,0
866,YGL192W,IME4   MEIOSIS        TRANSCRIPTION FACTOR,1.66,0.82,-0.69,-0.64,-0.3,-0.18,-0.03,-0.6,-0.42,-0.4,-0.51,-0.27,-0.14,-0.54,-0.3,-0.4,,-0.38,0.37,-0.47,-0.38,-0.38,-0.51,-0.22,-0.45,-0.22,-0.22,-0.18,-0.03,-0.27,-0.79,-0.64,-0.23,-0.3,-0.23,0.12,-0.04,-0.04,-0.43,0.01,0.31,0.14,-0.14,-0.67,-0.51,-0.42,-0.42,-0.56,0.71,1.53,1.86,1.17,1.07,-0.81,-0.4,-1.15,1.83,2.67,-0.09,0.54,0.12,-0.2,0.41,0.12,-0.56,-0.42,-0.29,-0.14,-0.2,-0.12,0.53,0.19,-0.09,0.2,0.61,0.11,-0.09,0.87,1.13,5
